,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,PoolArea,MoSold,YrSold,SalePrice
1080,1081,20,RL,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1971,2004,Gable,Gd,Gd,CBlock,TA,TA,656,602,1258,GasA,Ex,Y,SBrkr,1258,0,1258,2,0,3,1,Gd,5,0,2,528,0,0,10,2008,145000
1081,1082,20,RL,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1963,1963,Gable,TA,TA,CBlock,TA,TA,824,216,1040,GasA,Fa,Y,SBrkr,1040,0,1040,1,1,3,1,TA,5,0,1,308,0,0,6,2010,133000
1082,1083,20,RL,8749,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2002,2002,Gable,Gd,TA,PConc,Gd,TA,0,1459,1459,GasA,Ex,Y,SBrkr,1459,0,1459,2,0,3,1,Gd,6,1,2,527,39,0,9,2007,192000
1083,1084,20,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1964,1964,Hip,TA,TA,CBlock,TA,TA,553,698,1251,GasA,TA,Y,SBrkr,1251,0,1251,1,0,3,1,TA,6,2,1,461,116,0,3,2006,160000
1084,1085,60,RL,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,1995,1996,Gable,TA,TA,PConc,Gd,TA,592,99,691,GasA,Gd,Y,SBrkr,691,807,1498,2,1,3,1,TA,6,1,2,409,44,0,7,2006,187500
1085,1086,85,RL,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SFoyer,6,6,1992,1992,Gable,TA,TA,PConc,Gd,TA,747,189,936,GasA,Ex,Y,SBrkr,996,0,996,1,0,2,1,Gd,5,0,2,564,0,0,4,2010,147000
1086,1087,160,RM,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,4,5,1973,1973,Gable,TA,TA,CBlock,TA,TA,334,212,546,GasA,TA,Y,SBrkr,546,546,1092,1,1,3,1,TA,6,0,1,286,96,0,5,2010,83500
1087,1088,60,FV,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,0,1082,1082,GasA,Ex,Y,SBrkr,1082,871,1953,2,1,3,1,Gd,9,1,3,1043,50,0,5,2009,252000
1088,1089,160,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,7,5,2004,2004,Gable,Gd,TA,PConc,Gd,TA,0,970,970,GasA,Ex,Y,SBrkr,970,739,1709,2,0,3,1,Gd,7,0,2,380,40,0,4,2006,137500
1089,1090,120,FV,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,1039,208,1247,GasA,Ex,Y,SBrkr,1247,0,1247,1,1,1,1,Gd,4,1,2,550,84,0,4,2006,197000
1090,1091,90,RL,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,Duplex,1Story,3,4,1950,1950,Gable,TA,TA,Slab,,,0,0,0,Wall,Fa,N,FuseA,1040,0,1040,2,0,2,2,TA,6,0,2,400,0,0,6,2009,92900
1091,1092,160,FV,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,7,5,1999,2000,Gable,Gd,TA,PConc,Gd,TA,510,90,600,GasA,Ex,Y,SBrkr,624,628,1252,2,1,2,1,Gd,4,0,2,462,48,0,3,2008,160000
1092,1093,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1925,1950,Gable,TA,TA,PConc,TA,TA,423,758,1181,GasA,Fa,Y,SBrkr,1390,304,1694,2,0,4,1,TA,7,1,2,576,0,0,6,2008,136500
1093,1094,20,RL,9230,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,8,1965,1998,Hip,TA,TA,CBlock,TA,TA,661,203,864,GasA,Gd,Y,SBrkr,1200,0,1200,1,1,1,1,Gd,6,0,2,884,64,0,10,2006,146000
1094,1095,20,RL,5868,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1956,2000,Gable,TA,TA,CBlock,TA,TA,248,448,936,GasA,Ex,Y,SBrkr,936,0,936,1,0,2,1,TA,4,0,1,308,0,0,5,2010,129000
1095,1096,20,RL,9317,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,24,1290,1314,GasA,Gd,Y,SBrkr,1314,0,1314,2,0,3,1,Gd,6,1,2,440,22,0,3,2007,176432
1096,1097,70,RM,6882,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,7,1914,2006,Gable,TA,TA,PConc,TA,TA,0,684,684,GasA,TA,Y,SBrkr,773,582,1355,1,1,3,1,Gd,7,0,0,0,0,0,3,2007,127000
1097,1098,120,RL,3696,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,1986,1986,Gable,Gd,TA,CBlock,Gd,TA,0,1074,1074,GasA,Ex,Y,SBrkr,1088,0,1088,1,1,2,1,Gd,5,0,2,461,74,0,10,2007,170000
1098,1099,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,6,1936,1950,Gable,TA,TA,BrkTil,TA,TA,672,0,672,GasA,TA,Y,SBrkr,757,567,1324,1,0,3,1,TA,6,0,1,240,0,0,7,2009,128000
1099,1100,20,RL,11880,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,1978,1978,Gable,TA,TA,CBlock,Gd,TA,704,567,1271,GasA,TA,Y,SBrkr,1601,0,1601,2,0,3,1,TA,7,1,2,478,0,0,4,2009,157000
1100,1101,30,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,1Story,2,5,1920,1950,Gable,TA,TA,CBlock,TA,Fa,290,0,290,GasA,TA,N,FuseF,438,0,438,1,0,1,1,Fa,3,0,1,246,0,0,1,2009,60000
1101,1102,20,RL,9758,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,412,251,950,GasA,TA,Y,SBrkr,950,0,950,1,0,3,1,TA,5,0,1,280,0,0,7,2007,119500
1102,1103,20,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1960,2002,Gable,TA,TA,CBlock,TA,TA,588,422,1010,GasA,Ex,Y,SBrkr,1134,0,1134,1,0,2,1,TA,6,0,1,254,16,0,4,2007,135000
1103,1104,20,RL,8910,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,6,1959,1959,Hip,TA,TA,CBlock,TA,TA,655,0,655,GasA,Ex,Y,SBrkr,1194,0,1194,1,0,3,1,TA,6,1,2,539,0,0,7,2006,159500
1104,1105,160,RM,2016,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,5,5,1970,1970,Gable,TA,TA,CBlock,TA,TA,0,630,630,GasA,TA,Y,SBrkr,630,672,1302,2,1,3,1,TA,6,0,2,440,0,0,4,2007,106000
1105,1106,60,RL,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,1994,1995,Gable,Gd,TA,PConc,Ex,TA,1032,431,1463,GasA,Ex,Y,SBrkr,1500,1122,2622,2,1,3,1,Gd,9,2,2,712,32,0,4,2010,325000
1106,1107,20,RL,10357,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,1990,1991,Hip,Gd,TA,PConc,Gd,TA,738,172,910,GasA,Gd,Y,SBrkr,1442,0,1442,2,0,3,1,Gd,6,1,2,719,244,0,5,2007,179900
1107,1108,60,RL,23257,Pave,IR3,HLS,AllPub,CulDSac,Gtl,1Fam,2Story,7,5,2006,2006,Gable,Gd,TA,PConc,Ex,Gd,0,868,868,GasA,Ex,Y,SBrkr,887,1134,2021,2,1,3,1,Gd,9,1,2,422,100,0,9,2006,274725
1108,1109,60,RL,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,0,924,924,GasA,Ex,Y,SBrkr,948,742,1690,2,1,3,1,TA,7,1,2,463,48,0,11,2007,181000
1109,1110,20,RL,11362,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2004,2005,Gable,Gd,TA,PConc,Ex,TA,1039,797,1836,GasA,Ex,Y,SBrkr,1836,0,1836,2,0,3,1,Gd,7,1,3,862,185,0,3,2009,280000
1110,1111,60,RL,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1995,1996,Gable,TA,TA,PConc,Gd,TA,219,554,773,GasA,Gd,Y,SBrkr,773,885,1658,2,1,3,1,TA,8,1,2,431,84,0,6,2008,188000
1111,1112,60,RL,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,1976,1976,Hip,TA,TA,CBlock,TA,TA,403,400,803,GasA,TA,Y,SBrkr,1098,866,1964,2,1,4,1,TA,8,1,2,483,69,0,9,2008,205000
1112,1113,20,RL,7100,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1957,1957,Gable,TA,TA,CBlock,TA,TA,708,108,816,GasA,TA,Y,FuseA,816,0,816,1,0,2,1,TA,5,0,1,308,0,0,7,2006,129900
1113,1114,20,RL,8923,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1953,2006,Gable,TA,TA,CBlock,TA,TA,643,365,1008,GasA,Gd,Y,SBrkr,1008,0,1008,1,0,2,1,Gd,6,0,1,240,18,0,5,2007,134500
1114,1115,20,RL,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1954,2000,Gable,TA,Gd,CBlock,TA,TA,415,418,833,GasA,Ex,Y,SBrkr,833,0,833,1,0,2,1,Gd,4,0,1,326,0,0,8,2006,117000
1115,1116,20,RL,12085,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2007,2007,Hip,Gd,TA,PConc,Ex,TA,1004,730,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,3,1,Ex,7,1,3,928,0,0,11,2007,318000
1116,1117,80,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,8,5,2002,2002,Hip,Gd,TA,PConc,Gd,TA,353,55,408,GasA,Ex,Y,SBrkr,779,640,1419,2,1,3,1,Gd,7,1,2,527,0,0,3,2009,184100
1117,1118,20,RL,9764,Pave,IR1,Lvl,AllPub,FR2,Gtl,1Fam,1Story,5,7,1967,2003,Gable,TA,TA,CBlock,TA,TA,702,192,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,3,1,Gd,5,0,2,450,0,0,5,2008,130000
1118,1119,80,RL,13825,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,5,6,1958,1987,Gable,TA,Gd,CBlock,TA,TA,0,533,533,GasA,TA,Y,SBrkr,1021,580,1601,1,0,3,1,TA,6,0,1,300,34,0,12,2008,140000
1119,1120,20,RL,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1959,1959,Gable,TA,TA,CBlock,TA,TA,369,671,1040,GasA,TA,Y,FuseA,1040,0,1040,1,0,3,1,TA,6,0,1,286,0,0,7,2006,133700
1120,1121,30,RM,8263,Pave,Reg,Bnk,AllPub,Inside,Mod,1Fam,1Story,6,5,1920,1950,Gable,TA,TA,BrkTil,TA,TA,0,1012,1012,GasA,TA,Y,FuseA,1012,0,1012,1,0,2,1,TA,6,1,1,308,22,0,5,2007,118400
1121,1122,20,RL,10084,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,24,1528,1552,GasA,Ex,Y,SBrkr,1552,0,1552,2,0,3,1,Gd,7,0,3,782,20,0,7,2006,212900
1122,1123,20,RL,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,4,3,1956,1956,Gable,TA,TA,CBlock,TA,TA,0,672,672,GasA,Ex,Y,FuseA,960,0,960,1,0,3,1,TA,5,0,1,288,0,0,10,2009,112000
1123,1124,20,RL,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,9,1947,2008,Hip,TA,Ex,CBlock,TA,TA,0,698,698,GasA,Ex,Y,SBrkr,698,0,698,1,0,2,1,TA,4,0,0,0,200,0,6,2009,118000
1124,1125,80,RL,9125,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,7,5,1992,1992,Gable,TA,TA,PConc,Gd,TA,0,384,384,GasA,Gd,Y,SBrkr,812,670,1482,2,1,3,1,Gd,7,1,2,392,25,0,7,2007,163900
1125,1126,20,RL,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1955,1955,Gable,TA,TA,CBlock,TA,TA,0,1005,1005,GasA,TA,Y,SBrkr,1005,0,1005,1,0,2,1,Fa,5,1,2,672,0,0,11,2009,115000
1126,1127,120,RL,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,7,5,2007,2007,Hip,Gd,TA,PConc,Gd,TA,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,1555,2,0,2,1,Gd,7,1,3,660,20,0,6,2009,174000
1127,1128,20,RL,14572,Pave,IR3,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2004,2004,Hip,Gd,TA,PConc,Gd,TA,1300,230,1530,GasA,Ex,Y,SBrkr,1530,0,1530,2,0,3,1,Gd,7,1,3,630,36,0,11,2007,259000
1128,1129,60,RL,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,0,847,847,GasA,Ex,Y,SBrkr,847,1112,1959,2,1,4,1,Gd,8,1,2,434,48,0,7,2007,215000
1129,1130,90,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SFoyer,5,5,1980,1980,Gable,TA,TA,CBlock,Gd,TA,936,0,936,GasA,TA,Y,SBrkr,936,0,936,1,0,2,1,TA,4,0,2,672,0,0,8,2007,140000
1130,1131,50,RL,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,3,1928,1950,Gable,TA,TA,BrkTil,TA,TA,622,500,1122,GasA,TA,Y,SBrkr,1328,653,1981,2,0,4,1,Gd,7,2,2,576,44,0,12,2009,135000
1131,1132,20,RL,10712,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1991,1992,Gable,TA,TA,PConc,Gd,TA,212,762,974,GasA,TA,Y,SBrkr,974,0,974,1,0,3,1,TA,5,0,0,0,28,0,9,2007,93500
1132,1133,70,RM,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,4,1880,1950,Gable,TA,TA,BrkTil,TA,TA,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,2210,2,0,5,1,Fa,8,0,1,205,48,0,5,2007,117500
1133,1134,60,RL,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1995,1995,Gable,Gd,TA,PConc,Gd,TA,584,544,1128,GasA,Ex,Y,SBrkr,1142,878,2020,2,1,3,1,Gd,8,1,2,466,155,0,6,2009,239500
1134,1135,60,RL,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,1Fam,2Story,6,5,1997,1997,Gable,TA,TA,PConc,Gd,TA,0,916,916,GasA,Gd,Y,SBrkr,916,684,1600,2,1,3,1,TA,7,1,2,460,38,0,8,2007,169000
1135,1136,30,RM,6180,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1926,1950,Gable,TA,TA,BrkTil,TA,TA,0,960,960,GasA,TA,N,SBrkr,986,0,986,1,0,2,1,TA,5,1,1,180,128,0,5,2007,102000
1136,1137,50,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1950,1950,Gable,TA,TA,CBlock,TA,TA,280,752,1032,GasA,TA,Y,FuseA,1032,220,1252,1,0,3,1,TA,6,0,1,288,0,0,4,2008,119000
1137,1138,50,RL,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,8,1875,1996,Gable,TA,Gd,CBlock,TA,TA,0,780,780,GasA,Gd,N,SBrkr,780,240,1020,1,0,2,1,TA,6,0,0,0,0,0,5,2010,94000
1138,1139,20,RL,9819,Pave,IR1,Lvl,AllPub,Inside,Mod,1Fam,1Story,6,5,1977,1977,Gable,TA,TA,PConc,TA,TA,1567,0,1567,GasA,TA,Y,SBrkr,1567,0,1567,2,0,2,1,Gd,5,2,2,714,32,0,5,2009,196000
1139,1140,30,RL,8731,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1920,1950,Gable,TA,Fa,BrkTil,TA,TA,645,270,915,GasA,TA,Y,SBrkr,1167,0,1167,1,0,3,1,TA,6,1,2,495,0,0,5,2007,144000
1140,1141,20,RL,7350,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1951,1951,Gable,TA,TA,CBlock,TA,TA,852,100,952,GasA,TA,Y,SBrkr,952,0,952,1,0,2,1,TA,4,0,2,840,0,0,6,2008,139000
1141,1142,60,RL,10304,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,5,7,1976,1976,Gable,TA,Gd,CBlock,TA,TA,381,399,780,GasA,Ex,Y,SBrkr,1088,780,1868,2,1,4,1,Gd,9,1,2,484,96,0,10,2009,197500
1142,1143,60,RL,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2006,2007,Hip,Gd,TA,PConc,Ex,TA,1150,316,1466,GasA,Ex,Y,SBrkr,1466,1362,2828,3,0,4,1,Gd,11,1,3,1052,144,0,4,2007,424870
1143,1144,20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,3,1959,1959,Gable,TA,TA,CBlock,TA,TA,288,718,1006,GasA,TA,Y,SBrkr,1006,0,1006,1,0,3,1,TA,5,0,0,0,24,0,7,2008,80000
1144,1145,190,RL,12180,Pave,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,1.5Fin,4,4,1941,1950,Gable,TA,Fa,BrkTil,Gd,TA,348,324,672,Grav,Fa,N,FuseA,672,252,924,1,0,2,1,Fa,5,0,1,280,0,0,7,2010,80000
1145,1146,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1928,1950,Gable,TA,TA,BrkTil,TA,TA,0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,1576,1,0,3,1,TA,8,1,1,225,0,0,8,2006,149000
1146,1147,20,RL,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1985,1985,Gable,Gd,TA,CBlock,Gd,TA,1258,40,1298,GasA,TA,Y,SBrkr,1298,0,1298,2,0,3,1,Gd,5,1,2,403,26,0,5,2006,180000
1147,1148,70,RL,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,2Story,7,7,1941,1950,Gable,TA,TA,CBlock,TA,TA,275,429,704,GasA,Ex,Y,SBrkr,860,704,1564,1,1,3,1,Fa,7,1,1,234,0,0,7,2009,174500
1148,1149,50,RM,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,7,7,1926,1950,Gable,TA,TA,PConc,TA,TA,0,572,572,GasA,TA,Y,SBrkr,572,539,1111,1,0,2,1,TA,5,1,1,288,0,0,8,2008,116900
1149,1150,70,RM,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,9,1920,1988,Hip,TA,Gd,PConc,TA,TA,624,26,650,GasA,Ex,Y,SBrkr,832,650,1482,1,0,3,1,TA,7,0,2,324,0,0,7,2009,143000
1150,1151,20,RL,8280,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1950,1950,Gable,TA,TA,CBlock,TA,TA,0,932,932,GasA,Ex,Y,FuseA,932,0,932,1,0,2,1,Gd,4,1,1,306,0,0,11,2007,124000
1151,1152,20,RL,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,4,1959,1959,Gable,TA,TA,CBlock,TA,TA,176,1290,1466,GasA,TA,Y,SBrkr,1466,0,1466,1,1,3,1,Fa,6,2,2,528,140,0,11,2006,149900
1152,1153,20,RL,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,7,1956,2004,Gable,TA,TA,PConc,TA,TA,296,230,1073,GasA,Ex,Y,SBrkr,1811,0,1811,1,0,2,1,Ex,6,1,2,470,0,0,7,2006,230000
1153,1154,30,RM,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,8,1930,2007,Gable,Gd,Gd,BrkTil,TA,TA,538,278,816,GasA,Ex,Y,SBrkr,816,0,816,1,0,2,1,TA,5,0,1,432,0,0,6,2008,120500
1154,1155,60,RL,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,6,1965,1988,Gable,TA,TA,CBlock,TA,TA,454,410,864,GasA,TA,Y,SBrkr,902,918,1820,1,2,4,1,Gd,8,2,2,492,84,0,5,2008,201800
1155,1156,20,RL,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,8,1976,2004,Gable,Gd,Gd,CBlock,Gd,TA,1157,280,1437,GasA,TA,Y,SBrkr,1437,0,1437,2,0,3,1,Gd,6,1,2,528,21,0,7,2007,218000
1156,1157,80,RL,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,5,8,1965,1999,Gable,TA,Gd,PConc,TA,TA,633,586,1219,GasA,Gd,Y,SBrkr,1265,0,1265,2,0,3,1,Gd,6,1,2,502,92,0,10,2008,179900
1157,1158,120,RL,5001,Pave,IR1,Lvl,AllPub,Inside,Gtl,Twnhs,1Story,7,5,2007,2008,Gable,Gd,TA,PConc,Gd,TA,904,410,1314,GasA,Ex,Y,SBrkr,1314,0,1314,2,0,2,1,Gd,6,1,2,626,62,0,7,2009,230000
1158,1159,20,RL,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1Story,8,5,2007,2008,Gable,Gd,TA,PConc,Gd,TA,0,1580,1580,GasA,Ex,Y,SBrkr,1580,0,1580,2,0,3,1,Gd,7,0,3,830,24,0,6,2008,235128
1159,1160,60,RL,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,6,1974,1974,Hip,Gd,TA,CBlock,TA,TA,442,459,901,GasA,TA,Y,SBrkr,943,933,1876,2,1,4,1,Gd,8,1,2,540,69,0,7,2008,185000
1160,1161,160,RL,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1978,1978,Gable,TA,TA,CBlock,Gd,TA,311,544,855,GasA,Fa,Y,SBrkr,855,601,1456,2,1,3,1,TA,7,1,2,440,0,0,7,2010,146000
1161,1162,20,RL,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,1Fam,1Story,6,7,1954,2006,Hip,Gd,TA,CBlock,TA,TA,728,568,1296,GasA,Ex,Y,SBrkr,1640,0,1640,1,0,3,1,Gd,7,1,2,924,0,0,11,2008,224000
1162,1163,20,RL,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1968,1968,Gable,TA,TA,CBlock,Gd,TA,492,402,894,GasA,Gd,Y,SBrkr,894,0,894,1,0,3,1,TA,5,1,2,450,0,0,5,2007,129000
1163,1164,90,RL,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SFoyer,4,4,1969,1969,Gable,TA,TA,CBlock,Gd,TA,1198,0,1198,GasA,TA,Y,SBrkr,1258,0,1258,0,2,0,2,TA,6,0,2,400,0,0,1,2008,108959
1164,1165,80,RL,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,1Fam,SLvl,5,7,1978,1978,Gable,TA,TA,PConc,Gd,TA,680,289,1360,GasA,Ex,Y,SBrkr,1432,0,1432,1,1,2,1,Gd,5,1,2,588,180,0,6,2007,194000
1165,1166,20,RL,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2009,2009,Gable,Gd,TA,PConc,Gd,TA,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,1502,2,0,3,1,Gd,7,0,2,644,114,0,9,2009,233170
1166,1167,20,RL,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,8,5,2008,2008,Gable,Gd,TA,PConc,Gd,TA,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,1694,2,0,3,1,Gd,7,0,3,776,33,0,2,2010,245350
1167,1168,60,RL,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,786,173,959,GasA,Ex,Y,SBrkr,959,712,1671,2,1,3,1,TA,7,1,2,472,38,0,2,2006,173000
1168,1169,70,RL,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,7,1935,1986,Hip,TA,TA,CBlock,TA,TA,626,501,1127,GasA,Ex,Y,SBrkr,1236,872,2108,2,0,4,1,Gd,7,2,2,540,0,0,7,2008,235000
1169,1170,60,RL,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,10,5,1995,1996,Hip,Gd,Gd,PConc,Ex,TA,1387,543,1930,GasA,Ex,Y,SBrkr,1831,1796,3627,3,1,4,1,Gd,10,1,3,807,76,0,7,2006,625000
1170,1171,80,RL,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,6,1977,1977,Gable,TA,TA,CBlock,TA,TA,522,574,1096,GasA,TA,Y,SBrkr,1118,0,1118,1,0,3,1,TA,6,1,1,358,0,576,7,2008,171000
1171,1172,20,RL,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1958,1958,Hip,TA,TA,CBlock,TA,TA,662,599,1261,GasA,Ex,Y,SBrkr,1261,0,1261,1,0,3,1,TA,6,1,2,433,0,0,11,2008,163000
1172,1173,160,FV,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,7,5,2006,2007,Gable,Gd,TA,PConc,Gd,TA,0,625,625,GasA,Ex,Y,SBrkr,625,625,1250,2,1,2,1,Gd,5,0,2,625,54,0,3,2008,171900
1173,1174,50,RL,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1946,1994,Gable,TA,TA,CBlock,TA,TA,152,977,1598,GasA,TA,Y,SBrkr,1636,971,3086,3,0,3,1,Ex,12,1,0,0,0,0,3,2007,200500
