,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleCondition,SaleFlag
1165,20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2009,2009,Gable,Gd,TA,PConc,Gd,TA,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,1502,2,0,3,1,Gd,7,0,,2,644,114,0,,,9,2009,Partial,Abnorml
1166,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,8,5,2008,2008,Gable,Gd,TA,PConc,Gd,TA,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,1694,2,0,3,1,Gd,7,0,,3,776,33,0,,,2,2010,Normal,Normal
1167,60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,786,173,959,GasA,Ex,Y,SBrkr,959,712,1671,2,1,3,1,TA,7,1,TA,2,472,38,0,,,2,2006,Normal,Normal
1168,70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,7,1935,1986,Hip,TA,TA,CBlock,TA,TA,626,501,1127,GasA,Ex,Y,SBrkr,1236,872,2108,2,0,4,1,Gd,7,2,TA,2,540,0,0,,,7,2008,Normal,Normal
1169,60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,10,5,1995,1996,Hip,Gd,Gd,PConc,Ex,TA,1387,543,1930,GasA,Ex,Y,SBrkr,1831,1796,3627,3,1,4,1,Gd,10,1,TA,3,807,76,0,,,7,2006,Normal,Normal
1170,80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,6,1977,1977,Gable,TA,TA,CBlock,TA,TA,522,574,1096,GasA,TA,Y,SBrkr,1118,0,1118,1,0,3,1,TA,6,1,Po,1,358,0,576,Gd,GdPrv,7,2008,Normal,Normal
1171,20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1958,1958,Hip,TA,TA,CBlock,TA,TA,662,599,1261,GasA,Ex,Y,SBrkr,1261,0,1261,1,0,3,1,TA,6,1,TA,2,433,0,0,,,11,2008,Normal,Normal
1172,160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,7,5,2006,2007,Gable,Gd,TA,PConc,Gd,TA,0,625,625,GasA,Ex,Y,SBrkr,625,625,1250,2,1,2,1,Gd,5,0,,2,625,54,0,,,3,2008,Normal,Normal
1173,50,RL,138.0,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1946,1994,Gable,TA,TA,CBlock,TA,TA,152,977,1598,GasA,TA,Y,SBrkr,1636,971,3086,3,0,3,1,Ex,12,1,Gd,0,0,0,0,,MnPrv,3,2007,Normal,Normal
1174,70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,8,1932,1950,Gable,TA,TA,BrkTil,Gd,TA,503,449,952,GasA,TA,Y,SBrkr,1170,1175,2345,2,1,4,1,TA,9,1,Gd,2,360,0,0,,,7,2006,Normal,Normal
1175,50,RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,8,5,1992,2000,Hip,Gd,TA,PConc,Gd,TA,700,983,1683,GasA,Ex,Y,SBrkr,2129,743,2872,2,1,4,1,Gd,9,1,TA,2,541,33,0,,,4,2007,Normal,Normal
1176,20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,5,5,1984,1985,Gable,TA,TA,CBlock,TA,TA,658,218,876,GasA,TA,Y,SBrkr,923,0,923,1,0,3,1,TA,5,0,,1,264,0,0,,MnPrv,10,2008,Normal,Normal
1177,50,RM,,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,6,8,1926,2004,Gable,TA,TA,CBlock,TA,TA,468,350,818,GasA,TA,Y,SBrkr,818,406,1224,1,0,3,1,TA,5,0,,1,210,0,0,,,12,2009,Normal,Normal
1178,50,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,1Fam,1.5Fin,5,6,1921,1950,Gable,TA,TA,BrkTil,TA,TA,0,731,731,GasA,Ex,Y,SBrkr,820,523,1343,1,1,3,1,TA,7,1,Gd,1,186,0,0,,,7,2009,Normal,Normal
1179,20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1954,1954,Gable,TA,TA,Slab,,,0,0,0,GasA,Gd,Y,SBrkr,1124,0,1124,1,0,3,1,TA,5,1,Gd,0,0,36,0,,,4,2006,Normal,Normal
1180,60,RL,,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,1990,1991,Gable,TA,TA,Wood,Gd,TA,1216,0,1216,GasA,Ex,Y,SBrkr,1298,1216,2514,2,1,4,1,TA,8,0,,2,693,0,0,,GdPrv,4,2006,Normal,Normal
1181,120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,TwnhsE,1Story,8,5,2008,2008,Hip,Ex,TA,PConc,Ex,TA,1480,120,1600,GasA,Ex,Y,SBrkr,1652,0,1652,2,0,2,1,Gd,5,1,Gd,2,482,53,0,,,11,2008,Partial,Abnorml
1182,60,RL,160.0,15623,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,10,5,1996,1996,Hip,Gd,TA,PConc,Ex,TA,2096,300,2396,GasA,Ex,Y,SBrkr,2411,2065,4476,3,1,4,1,Ex,10,2,TA,3,813,78,555,Ex,MnPrv,7,2007,Abnorml,Abnorml
1183,30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1920,1950,Hip,TA,TA,BrkTil,TA,TA,821,299,1120,GasA,Ex,Y,SBrkr,1130,0,1130,1,0,2,1,TA,5,1,Gd,2,720,0,0,,,6,2006,Normal,Normal
1184,20,RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,1Fam,1Story,5,4,1963,1963,Hip,TA,TA,CBlock,TA,TA,1159,413,1572,GasA,Gd,Y,SBrkr,1572,0,1572,1,1,3,1,TA,5,2,TA,3,995,263,0,,,5,2007,Normal,Normal
1185,50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,7,1924,1950,Gable,TA,Gd,BrkTil,TA,TA,392,392,784,GasA,Gd,Y,SBrkr,949,272,1221,1,0,4,1,TA,7,0,,1,392,0,0,,,3,2006,Normal,Normal
1186,190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,2fmCon,2Story,3,5,1900,1970,Gable,TA,TA,CBlock,Fa,TA,440,538,978,GasA,TA,Y,SBrkr,1014,685,1699,2,0,3,2,TA,7,0,,2,420,74,0,,,8,2009,Abnorml,Abnorml
1187,20,RL,89.0,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,8,5,1994,1995,Gable,Gd,TA,PConc,Gd,TA,1456,168,1624,GasA,Ex,Y,SBrkr,1624,0,1624,2,0,2,1,Gd,5,1,Fa,3,757,114,0,,GdPrv,7,2006,Normal,Normal
1188,60,RL,68.0,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2002,2002,Gable,Gd,TA,PConc,Gd,TA,0,831,831,GasA,Ex,Y,SBrkr,831,829,1660,2,1,3,1,Gd,7,0,,2,493,68,0,,,7,2009,Normal,Normal
1189,60,RL,60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1999,1999,Gable,TA,TA,PConc,TA,TA,0,994,994,GasA,Gd,Y,SBrkr,1028,776,1804,2,1,3,1,Gd,7,1,TA,2,442,60,0,,,6,2010,Normal,Normal
1190,190,RL,,32463,Pave,Reg,Low,AllPub,Inside,Mod,2fmCon,1Story,4,4,1961,1975,Gable,TA,Gd,CBlock,TA,TA,1159,90,1249,GasA,Ex,Y,SBrkr,1622,0,1622,1,0,3,1,TA,7,1,TA,4,1356,0,0,,,3,2007,Normal,Normal
1191,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,8,5,1999,2000,Gable,Gd,TA,PConc,Gd,TA,0,776,776,GasA,Ex,Y,SBrkr,764,677,1441,2,1,2,1,Gd,5,0,,2,492,0,0,,,11,2007,Normal,Normal
1192,50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,8,1925,1994,Gambrel,TA,TA,PConc,TA,TA,0,702,702,GasA,Gd,Y,SBrkr,842,630,1472,1,0,3,1,Gd,6,0,,1,250,0,0,,GdWo,7,2007,Normal,Normal
1193,120,RM,,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,TwnhsE,1Story,6,5,1999,1999,Hip,TA,TA,PConc,Ex,TA,883,341,1224,GasA,Ex,Y,SBrkr,1224,0,1224,2,0,2,1,TA,5,0,,2,402,304,0,,,6,2009,Normal,Normal
1194,60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,7,1969,1969,Gable,TA,TA,CBlock,TA,TA,371,292,663,GasA,TA,Y,SBrkr,663,689,1352,1,1,4,1,TA,7,0,,1,299,36,0,,MnPrv,3,2010,Normal,Normal
1195,60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2005,2005,Gable,TA,TA,PConc,Gd,TA,0,728,728,GasA,Ex,Y,SBrkr,728,728,1456,2,1,3,1,Gd,8,0,,2,400,24,0,,,7,2008,Normal,Normal
1196,60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,0,879,879,GasA,Ex,Y,SBrkr,879,984,1863,2,1,4,1,Gd,9,1,Gd,3,660,17,0,,,11,2006,Partial,Abnorml
1197,75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,1Fam,2.5Unf,7,6,1916,1950,Gable,TA,TA,BrkTil,TA,TA,0,815,815,GasA,Ex,Y,SBrkr,815,875,1690,1,0,3,1,TA,7,1,Gd,1,225,0,0,,,7,2006,Normal,Normal
1198,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2001,2001,Gable,Gd,TA,PConc,Gd,TA,0,1212,1212,GasA,Ex,Y,SBrkr,1212,0,1212,2,0,3,1,Gd,6,0,,2,573,0,0,,,6,2009,Normal,Normal
1199,20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1963,1979,Gable,TA,TA,CBlock,TA,TA,547,504,1051,GasA,Gd,Y,SBrkr,1382,0,1382,1,1,3,1,TA,6,1,Po,2,459,82,0,,,10,2006,Normal,Normal
1200,20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,5,1970,1970,Gable,TA,TA,CBlock,TA,TA,0,864,864,GasA,Gd,Y,SBrkr,864,0,864,1,0,3,1,TA,5,0,,1,280,0,0,,,7,2006,Abnorml,Abnorml
1201,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,1998,1998,Gable,TA,TA,PConc,Gd,TA,0,866,866,GasA,Ex,Y,SBrkr,866,913,1779,2,1,3,1,Gd,6,0,,2,546,36,0,,,3,2009,Normal,Normal
1202,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,5,8,1925,1997,Gable,TA,TA,BrkTil,TA,TA,0,884,884,GasA,Ex,Y,SBrkr,884,464,1348,1,0,3,1,TA,5,1,Fa,1,216,0,0,,,5,2009,Normal,Normal
1203,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2000,2001,Gable,Gd,TA,PConc,Gd,TA,0,1630,1630,GasA,Ex,Y,SBrkr,1630,0,1630,2,0,3,1,Gd,6,1,TA,2,451,234,0,,,10,2009,Normal,Normal
1204,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1975,1975,Gable,TA,TA,CBlock,Gd,TA,788,268,1056,GasA,Ex,Y,SBrkr,1074,0,1074,1,1,3,1,TA,6,0,,2,495,88,0,,MnPrv,7,2006,Normal,Normal
1205,20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,7,7,1990,1991,Hip,Gd,TA,CBlock,Gd,TA,485,1496,2158,GasA,Gd,Y,SBrkr,2196,0,2196,2,0,3,1,Gd,7,1,TA,3,701,70,0,,,6,2009,Normal,Normal
1206,20,RH,,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,4,1966,1966,Gable,TA,TA,CBlock,TA,TA,1056,0,1056,GasA,TA,Y,SBrkr,1056,0,1056,1,0,2,1,TA,5,0,,1,384,42,0,,MnPrv,11,2006,Normal,Normal
1207,20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,340,1342,1682,GasA,Ex,Y,SBrkr,1700,0,1700,2,0,3,1,Gd,7,0,,2,544,23,0,,,5,2006,Normal,Normal
1208,20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1962,1980,Gable,TA,Gd,CBlock,TA,TA,504,319,931,GasA,TA,Y,SBrkr,1283,0,1283,1,0,3,1,TA,6,0,,2,506,0,0,,,10,2008,Normal,Normal
1209,20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,8,5,2006,2006,Hip,Gd,TA,PConc,Ex,TA,1220,440,1660,GasA,Ex,Y,SBrkr,1660,0,1660,2,0,3,1,Gd,8,1,Gd,2,500,50,0,,,5,2006,Partial,Abnorml
1210,60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1992,1992,Gable,Gd,TA,PConc,Gd,TA,0,1055,1055,GasA,Ex,Y,SBrkr,1055,790,1845,2,1,3,1,Gd,8,1,TA,2,462,104,0,,GdPrv,5,2010,Normal,Normal
1211,50,RL,152.0,12134,Pave,IR1,Bnk,AllPub,Inside,Mod,1Fam,1.5Fin,8,7,1988,2005,Gable,Gd,TA,Wood,Gd,TA,427,132,559,GasA,Gd,Y,SBrkr,1080,672,1752,2,0,4,1,TA,8,0,,2,492,12,0,,,6,2010,Normal,Normal
1212,30,RL,50.0,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,6,1941,1950,Hip,TA,TA,CBlock,TA,TA,344,328,672,GasA,TA,Y,SBrkr,672,0,672,1,0,2,1,TA,4,0,,1,234,113,0,,,8,2009,Normal,Normal
1213,80,RL,,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SLvl,4,9,1965,2001,Gable,TA,Gd,CBlock,TA,Gd,648,0,648,GasA,Ex,Y,SBrkr,960,0,960,0,0,0,1,TA,3,0,,1,364,0,0,,,5,2006,Normal,Normal
1214,85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SFoyer,5,5,1962,1962,Gable,TA,TA,CBlock,TA,TA,784,141,925,GasA,TA,Y,SBrkr,999,0,999,1,0,3,1,TA,6,0,,1,300,72,0,,,5,2006,Normal,Normal
1215,20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1966,1966,Gable,TA,TA,CBlock,TA,TA,180,340,894,GasA,TA,Y,SBrkr,894,0,894,1,0,3,1,TA,5,0,,1,384,0,0,,MnPrv,5,2007,Normal,Normal
1216,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1.5Fin,6,5,1978,1978,Gable,TA,TA,Slab,,,0,0,0,GasA,TA,Y,SBrkr,1318,584,1902,2,0,4,2,TA,8,0,,2,539,0,0,,,4,2010,Normal,Normal
1217,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,8,5,2009,2009,Gable,Gd,TA,PConc,Gd,TA,936,364,1300,GasA,Ex,Y,SBrkr,1314,0,1314,2,0,3,1,Gd,6,0,,2,552,112,0,,,9,2009,Partial,Abnorml
1218,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,5,1947,1950,Gable,TA,TA,Slab,,,0,0,0,GasA,Gd,N,SBrkr,672,240,912,1,0,2,1,TA,3,0,,0,0,0,0,,,7,2006,Normal,Normal
1219,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,0,672,672,GasA,TA,Y,SBrkr,672,546,1218,1,1,3,1,TA,7,0,,0,0,0,0,,,4,2006,Abnorml,Abnorml
1220,20,RL,66.0,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1964,1964,Gable,TA,TA,CBlock,TA,TA,312,0,912,GasA,TA,Y,SBrkr,912,0,912,1,0,2,1,TA,5,0,,1,288,0,0,,,11,2006,Abnorml,Abnorml
1221,20,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1968,1968,Hip,TA,TA,CBlock,TA,TA,250,210,952,GasA,Ex,Y,SBrkr,1211,0,1211,1,0,3,1,TA,5,1,TA,1,322,63,0,,,8,2008,Normal,Normal
1222,50,RL,78.0,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,6,1949,1950,Gable,TA,TA,CBlock,TA,TA,196,844,1040,GasA,Ex,Y,SBrkr,1168,678,1846,2,0,3,1,TA,7,1,Gd,1,315,0,0,,GdWo,1,2007,Normal,Normal
1223,20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,3,1951,1951,Hip,TA,TA,CBlock,TA,Fa,756,1380,2136,GasA,TA,N,FuseA,2136,0,2136,2,0,4,1,TA,7,0,,2,528,30,0,,MnPrv,10,2006,Normal,Normal
1224,60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,724,64,788,GasA,Ex,Y,SBrkr,788,702,1490,2,1,3,1,Gd,8,1,Gd,2,388,75,0,,,2,2008,Normal,Normal
1225,80,RL,65.0,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,8,1958,1958,Hip,TA,Gd,CBlock,TA,TA,507,81,588,GasA,Ex,Y,SBrkr,1138,0,1138,1,0,3,1,TA,6,0,,1,264,0,0,,MnWw,6,2007,Normal,Normal
1226,60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,6,5,2007,2007,Gable,Gd,TA,PConc,Gd,TA,0,894,894,GasA,Ex,Y,SBrkr,894,1039,1933,2,1,4,1,Gd,9,1,Gd,3,668,18,0,,,1,2008,Normal,Normal
1227,20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,8,1965,2008,Gable,TA,TA,CBlock,TA,TA,595,317,912,GasA,Ex,Y,SBrkr,912,0,912,1,0,2,1,Gd,5,0,,2,576,240,0,,,12,2008,Normal,Normal
1228,120,RL,65.0,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,TwnhsE,1Story,9,5,2008,2008,Hip,Ex,TA,PConc,Ex,TA,1540,162,1702,GasA,Ex,Y,SBrkr,1702,0,1702,1,1,1,1,Ex,7,1,Gd,3,1052,72,0,,,10,2008,Partial,Abnorml
1229,80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,5,5,1960,1960,Hip,TA,TA,CBlock,TA,TA,666,409,1075,GasA,Gd,Y,SBrkr,1507,0,1507,2,0,4,1,TA,7,0,,1,404,0,0,,GdWo,8,2008,Normal,Normal
1230,90,RL,,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Duplex,1.5Fin,5,5,1977,1977,Shed,TA,TA,CBlock,Gd,TA,498,652,1361,GasA,Ex,Y,SBrkr,1361,1259,2620,2,2,4,2,TA,12,1,TA,2,600,24,0,,,8,2007,Normal,Normal
1231,90,RL,70.0,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SLvl,5,6,1962,1962,Hip,TA,TA,CBlock,TA,TA,803,303,1106,GasA,TA,Y,SBrkr,1190,0,1190,1,0,3,1,TA,6,0,,2,540,18,0,,GdWo,5,2006,Normal,Normal
1232,90,RL,70.0,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,Duplex,1Story,4,5,1962,1962,Gable,TA,TA,Slab,,,0,0,0,GasA,TA,Y,SBrkr,1224,0,1224,2,0,2,2,TA,6,0,,2,462,0,0,,,3,2007,Normal,Normal
1233,20,RL,,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1959,1959,Hip,TA,TA,CBlock,TA,TA,1000,188,1188,GasA,Fa,Y,SBrkr,1188,0,1188,1,0,3,1,TA,6,0,,2,531,0,0,,MnPrv,5,2010,Abnorml,Abnorml
1234,70,RH,55.0,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,2Story,5,6,1911,1950,Gable,TA,TA,PConc,TA,TA,0,940,940,GasA,TA,N,FuseA,1024,940,1964,1,1,4,1,TA,7,0,,0,0,192,0,,,11,2008,Abnorml,Abnorml
1235,70,RL,96.0,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,5,5,1914,1950,Gable,TA,TA,BrkTil,Gd,TA,0,747,747,GasA,Gd,Y,FuseF,892,892,1784,1,1,4,1,TA,9,0,,1,180,40,0,,,7,2006,Normal,Normal
1236,160,RL,36.0,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,7,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,0,764,764,GasA,Ex,Y,SBrkr,764,862,1626,2,1,2,1,Gd,6,0,,2,474,27,0,,,6,2010,Normal,Normal
1237,60,RL,41.0,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,1Fam,2Story,7,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,0,847,847,GasA,Ex,Y,SBrkr,847,1101,1948,2,1,4,1,Gd,8,1,Gd,2,434,48,0,,,9,2006,Normal,Normal
1238,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,0,1141,1141,GasA,Ex,Y,SBrkr,1141,0,1141,1,1,3,1,TA,6,0,,2,484,0,0,,,3,2006,Abnorml,Abnorml
1239,20,RL,64.0,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,1Fam,1Story,8,5,2006,2006,Hip,Gd,TA,PConc,Gd,TA,428,1048,1476,GasA,Ex,Y,SBrkr,1484,0,1484,2,0,2,1,Ex,6,1,Gd,2,472,33,0,,,12,2007,Normal,Normal
1240,60,RL,65.0,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,550,334,884,GasA,Ex,Y,SBrkr,884,884,1768,2,1,3,1,Gd,8,0,,2,543,63,0,,,7,2008,Normal,Normal
1241,20,RL,83.0,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,6,2007,2007,Hip,Gd,TA,PConc,Gd,TA,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,1689,2,0,3,1,Gd,7,0,,3,954,56,0,,,6,2007,Partial,Abnorml
1242,85,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SFoyer,7,6,1974,1974,Gable,TA,TA,CBlock,Gd,TA,885,0,1053,GasA,TA,Y,SBrkr,1173,0,1173,2,0,3,1,Gd,6,2,TA,2,528,120,0,,MnPrv,1,2010,Family,Abnorml
1243,20,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,10,5,2006,2006,Gable,Ex,TA,PConc,Ex,Gd,1386,690,2076,GasA,Ex,Y,SBrkr,2076,0,2076,2,1,2,1,Ex,7,1,Gd,3,850,229,0,,,9,2006,Partial,Abnorml
1244,70,RL,,11435,Pave,IR1,HLS,AllPub,Corner,Mod,1Fam,2Story,8,7,1929,1950,Gable,TA,TA,PConc,Gd,TA,0,792,792,GasA,Fa,Y,SBrkr,792,725,1517,1,0,3,1,Gd,7,2,Gd,2,400,0,0,,,6,2006,Normal,Normal
1245,80,RL,78.0,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,7,1984,2003,Hip,TA,TA,CBlock,Gd,TA,0,585,585,GasA,Ex,Y,SBrkr,1140,728,1868,3,1,3,1,TA,7,1,TA,2,477,112,0,,,1,2007,Abnorml,Abnorml
1246,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2005,2006,Gable,Gd,TA,PConc,Gd,TA,0,756,756,GasA,Ex,Y,SBrkr,756,797,1553,2,1,3,1,Gd,6,0,,2,615,45,0,,,3,2006,Partial,Abnorml
1247,80,RL,,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,5,1976,1976,Gable,TA,TA,CBlock,TA,TA,539,473,1012,GasA,TA,Y,SBrkr,1034,0,1034,1,0,3,1,TA,6,0,,3,888,0,0,,,5,2010,Normal,Normal
1248,75,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,6,5,1917,1950,Gable,TA,TA,BrkTil,Gd,TA,319,416,735,OthW,Fa,N,SBrkr,1134,924,2058,1,1,3,1,TA,8,1,Gd,2,396,0,0,,,4,2008,Normal,Normal
1249,20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1950,1950,Gable,TA,TA,CBlock,TA,TA,534,246,876,GasA,TA,Y,SBrkr,988,0,988,1,0,3,1,TA,6,0,,1,276,80,0,,,5,2007,Normal,Normal
1250,20,RL,93.0,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,1968,1968,Hip,Gd,TA,CBlock,TA,TA,1065,1045,2110,GasA,Ex,Y,SBrkr,2110,0,2110,2,1,3,1,Ex,8,2,TA,2,522,0,0,,,4,2010,Normal,Normal
1251,120,RL,,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,TwnhsE,1Story,7,5,2003,2003,Gable,Gd,TA,PConc,Gd,TA,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,1405,2,0,2,1,Gd,6,1,Gd,2,478,36,0,,,3,2006,Normal,Normal
